source_id,M,met,L,evolstage_flame,Teff,R,spectype
6030021658527637120,30.192665593341122,-5.7964,26.16601342144075,309,5038.265,0.7893,F
6030050593789183488,30.42034049101657,-5.7481,27.209235625956108,297,6220.5835,1.3016,G
6030050696800149760,30.239498995997234,-5.1248000000000005,26.598843230194593,359,5443.9844,0.7205,G
6030021662935307520,30.673176241279233,-6.0065,28.156036946680633,169,10014.063,1.9905,A
6030021662935318272,30.24379630957459,-5.1239,26.426741542092117,336,5437.607,0.714,K
6030021727247199360,30.237095427256502,-5.5984,26.41557516288401,330,5408.0693,0.6283,F
6030079559054826240,30.2732961208193,-4.8544,26.298542265794865,125,5602.0293,0.8647,G
6030079589043683968,30.23720116910676,-6.0741000000000005,26.36823408009827,348,5243.0356,0.9603,K
6030021727249536000,30.16142802334834,-5.6202000000000005,25.835336868880614,164,4561.906,0.4868,O
6030050795578464640,30.340479293135555,-4.2283,26.720876378303462,225,7972.642,19.7469,B
6030021731655395072,30.253160345719344,-4.4747,26.598779874797756,359,4798.812,1.5186,K
6030050799947628800,30.254328141284763,-5.0762,26.635449439211726,359,5105.153,1.4239,K
6030050799947630080,30.22965259472382,-5.2552,26.431085392184627,352,5312.756,0.6608,K
6030050799947633408,30.247222121027733,-5.0032,26.513831139089316,350,5511.7183,0.7583,G
6030021795966704384,30.235605354203866,-5.2728,26.17817370088505,160,5264.5776,0.6431,F
6030021800374270592,30.303279360021985,-5.4553,26.78037302513463,356,5878.701,0.7912,G
6030050868599431168,30.177179251639043,-4.6355,25.92339319826445,191,4669.322,0.6527,K
6030079662074389376,30.214211754663392,-4.5458,26.031405748072522,146,5007.591,0.7195,K
6030050898657728896,30.362171413208042,-5.5052,26.95348216904129,310,6130.166,1.3172,F
6030079692119102464,30.27007902841968,-5.0438,26.71587879865068,359,5481.8228,0.7353,K
6030021869054569216,30.229368481336238,-4.9732,26.460127168350812,355,5367.692,0.7306,G
6030079696493737344,30.25771957842316,-5.5667,26.533162836106477,350,5637.985,0.6538,G
6030050937386640768,30.26963989423944,-5.0056,26.350582378585912,159,5506.099,0.9369,G
6030021899083046400,30.10637694693032,-5.3514,25.567126354236144,337,3762.082,0.5994,M
6030021903414303104,30.190657969750937,-4.1186,26.046704871235082,245,4851.011,0.7603,K
6030021903453509504,30.450568240476024,-5.1339,27.291406512274765,216,6804.237,1.4149,F
6030079829558192512,30.2714068551289,-5.5051,26.64420731980022,360,4802.2725,1.0211,K
6030021972173020288,30.165733792505705,-4.1903,25.972175343464073,298,4580.199,0.7161,K
6030022002121536512,30.241992808734114,-6.960100000000001,26.260324708694476,346,5130.453,0.9374,M
6030022006532766848,30.22704984817424,-4.9444,26.337231676528184,337,5203.6562,0.9427,K
6030051040465870464,30.254618436235912,-6.8772,26.25481760126828,131,5350.349,0.8298,O
6030051070456421376,30.396713427051285,-6.3131,27.102974064978902,298,6194.7075,1.6259,F
6030051070460707584,30.207353788818384,-4.6303,26.378614722140583,352,5127.0464,0.8851,G
6030051074757330432,30.16310404331181,-5.6974,26.04309752922861,343,4621.625,0.8878,K
6030022040892507264,30.442841891153986,-4.6834,27.30837198458454,290,6296.4897,1.732,F
6030022105202004096,30.163563923193312,-5.8549,26.043024856352883,350,4542.4805,0.4569,K
6030079902652686592,30.229278387595517,-4.7605,26.41926027418654,342,5205.6504,0.7247,F
6030079932645049728,30.144002846530928,-6.4644,25.79828244586533,237,4390.4087,0.71,K
6030079937011959808,30.20376525411695,-5.4896,26.11514741928189,237,4957.649,0.5745,K
6030022139560520704,30.15452860406062,-5.3344000000000005,25.948077828899095,291,4454.3433,0.5211,K
6030050971746374016,30.180387375983518,-5.1873000000000005,26.097400480127085,284,4658.548,0.5697,K
6030051139175942784,30.342498891737282,-4.3743,26.669578312090557,128,6002.9062,1.0395,G
6030051139184095360,30.262130043929083,-5.9796000000000005,26.29561035239554,151,5475.723,0.5845,G
6030022173923844480,30.21662813161951,-5.5277,26.039782294479508,125,5206.9854,0.6788,F
6030079971371694720,30.187850950492006,-6.0927,26.10535629627274,338,4945.24,0.8997,F
6030080001356885632,30.389901340249782,-5.344,26.98621422448518,195,6409.4727,1.1555,F
6030080005671937920,30.146061851311035,-4.5383000000000004,25.706089351302438,116,4327.011,0.6192,K
6030051143545026432,30.550504020292845,-5.0742,27.639740184776525,142,8309.191,1.7482,A
6030080005671975296,30.210743860610837,-4.6789,26.04140858143508,193,5010.671,0.7689,K
6030080035746873600,30.569980138862515,-5.658,27.831752869652455,253,7170.1045,2.3585,F
6030051207895436800,30.199137004363642,-5.4326,26.178479482120817,283,5021.454,0.5741,F
6030022242639727104,30.165073057649796,-5.314,26.017839467563693,292,4795.415,0.5678,F
6030080070076457728,30.212210592813715,-5.016,26.124415347430187,275,4973.274,0.804,K
6030080070076470144,30.21912640706576,-5.5842,26.309311603933864,356,4566.328,0.8822,K
6030022276999474432,30.366597442010317,-4.8903,26.98364351904653,326,6069.432,1.4138,F
6030022277005341696,30.181580703018874,-4.8658,26.006822886166724,309,4788.239,0.7057,K
6030022311359216384,30.17507587758303,-5.1383,26.176470659713242,340,4611.639,0.6169,K
6030051280983986176,30.270745648313063,-5.4386,26.618321405455145,342,5898.3105,1.7106,G
6030051310974723968,30.19548528266501,-4.2771,26.12562422596533,351,4870.5576,0.7892,M
6030022380082310912,30.15799120423858,-5.439,25.992358122393306,309,4505.5176,0.6097,K
6030080177530671104,30.291047910179298,-5.0369,26.725413332236112,357,5811.1514,0.894,G
6030051345342520832,30.185431022912805,-5.9866,26.313526552203882,352,4775.808,0.4724,M
6030022414438452992,30.157331439072045,-5.6007,25.984254694624756,331,4573.458,0.498,K
6030022414438458112,30.248743646836154,-5.985,26.555302444256093,359,5509.8784,0.5923,G
6030022414439016576,30.209418086702872,-6.402,26.11092526534158,194,5036.031,0.5003,G
6030080241874968448,30.213403457237423,-4.9326,26.266223271953965,322,5144.2925,0.6646,K
6030022315770503168,30.467876761111228,-5.1583,27.353850071238977,206,6937.5264,1.4743,F
6030022418849697920,30.448507126467184,-4.6335,27.32420656405897,271,6452.899,1.7416,F
6030051414053885952,30.338598664217287,-5.3014,26.61104988805096,125,6010.8867,0.8551,F
6030051418423000960,30.154350089811434,-4.9606,25.74005020958261,103,4467.671,0.5995,K
6030022483162299264,30.248521679572438,-7.4729,26.452280782075857,323,5542.51,0.685,B
6030051418423034240,30.21767770605106,-6.0186,26.025986945799225,112,4989.1455,0.6878,F
6030051448413651712,30.334110892035216,-5.2881,26.67194644217905,175,6007.736,0.9568,G
6030080276234698496,30.23813921270286,-5.1704,26.52101308136822,358,5515.19,0.7108,K
6030080310594496128,30.163481728485447,-4.9704,25.86532608776992,189,4565.9146,0.5967,K
6030022556288588544,30.203886584822676,-6.446,26.027827317659234,173,5011.466,0.4924,A
6030022586240802816,30.211504091317067,-4.9089,26.31502085092128,354,4886.0664,1.0158,K
6030080344961925376,30.133449836600448,-4.4264,25.798439018987708,270,4325.2964,0.6439,K
6030080349329127296,30.142497168758943,-7.0516,25.773070754990936,193,4396.4263,0.6758,A
6030080379313970816,30.154312380636267,-5.9309,25.929419029617957,296,4492.4326,0.8189,G
6030080379314026112,30.19353611020637,-4.5175,26.05930828390772,213,4834.236,0.7765,K
6030080379314037120,30.138549240964167,-5.4312000000000005,25.88550257433272,343,4338.481,0.8599,K
6030051521540383744,30.181809032528662,-4.8579,26.109157056301196,311,4728.3154,0.6486,K
6030022625008440960,30.20156343262671,-7.482200000000001,26.062341559271196,226,5058.0024,0.4896,K
6030051555862012416,30.24755731348927,-5.1233,26.20482648944736,145,5448.2983,0.7525,K
6030022693688573056,30.268373589429864,-6.5040000000000004,26.56256122753472,331,5639.545,0.6183,G
6030022693727578496,30.061401964402204,-5.4397,25.49598153953179,238,3721.866,0.544,K
6030022723679837184,30.25505312636262,-6.1196,26.166452166206543,116,5356.065,0.5691,G
6030022723679867776,30.239487518569714,-5.7348,26.408675737759285,333,5465.26,0.6048,K
6030080482393204736,30.24872998571726,-4.5041,26.073540002619826,131,5327.903,1.6047,K
6030022728087293440,30.25574266808852,-6.2532,26.561294333493,356,5529.408,0.591,G
6030051654578407040,30.2377575951065,-4.9699,26.402132002458938,342,5258.2812,0.7076,G
6030022758037284992,30.482351375041624,-4.6664,27.467533379196453,267,6581.2134,3.0891,A
6030022762447065856,30.025699299737997,-4.5948,25.258000190559834,192,3630.2717,0.5009,M
6030051688938133760,30.164563041910746,-5.5760000000000005,26.182794905068185,352,4643.4883,0.5074,K
6030051688938151424,30.2228176638916,-4.9432,26.406859363039178,354,5258.134,0.7213,K
6030022792401423744,30.147029767082273,-4.5312,25.74540770089582,126,4423.432,0.7636,K
6030022796806799744,30.43838927674441,-4.102,27.693457732961793,352,4728.687,0.8871,F
6030022796807153152,30.668072995926963,-5.944500000000001,28.147938109010227,181,9837.497,2.0779,A
6030022826759021568,30.212085339355266,-5.9914,26.340260130148675,330,5070.942,0.529,F
6030080555487649280,30.774256470005106,-4.55,28.714973174969078,287,9413.3545,4.2851,A
6030080585472496896,30.262339548637243,-4.9701,26.46078880300104,288,5570.956,0.7952,K
6030051723291346944,30.33036055966111,-5.5099,26.777065898099295,301,6003.2656,1.2053,G
6030051723326314624,30.190481455502354,-5.5925,25.93106824178603,130,4796.0522,0.5275,K
6030022861118775936,30.477158741551214,-5.7969,27.24115885979318,124,7298.391,1.3999,F
6030080619832227584,30.233138214773806,-4.8599,26.527863533811285,359,5422.6694,0.7716,K
6030080624207104640,30.165155087550175,-5.6737,26.035711997414506,325,4418.2505,0.8393,K
6030080654192061440,30.315078235315276,-5.0282,26.75230740482875,322,5918.0664,1.1642,F
6030022929838296960,30.15410180277844,-4.5554,25.69410299164745,119,4473.927,0.7627,K
6030051757651065728,30.22094594777976,-4.5393,26.344716468599707,355,4978.2075,1.06,K
6030051757651078656,30.25536832094949,-5.5159,26.57317914340719,357,5568.0327,0.6877,K
6030080658566838528,30.25033604960867,-5.2628,26.527548260578513,344,5608.9717,0.7242,G
6030080658594753536,30.218980914513608,-5.324,26.411308819847818,353,4814.09,1.263,K
6030080688551757440,30.243284665461204,-5.3375,26.453337495375497,354,4646.602,0.552,K
6030051761952550016,30.28838322642284,-6.190300000000001,26.513353257217403,297,5769.231,1.0702,O
6030022934245762304,30.225222029052905,-5.9756,26.313161489012547,316,5199.4526,0.5503,F
6030080688551790592,30.23975241213683,-5.2612,26.393908092664823,320,5405.588,0.6853,K
6030080688555349632,30.15448409734042,-5.3184000000000005,25.95038458429629,334,4472.333,1.1588,K
6030022964198036480,30.142291018873074,-5.7838,25.932569259349346,348,4403.2666,0.833,K
6030022964198041600,30.112398598476286,-5.5403,25.642827047962374,215,4189.4736,0.4471,K
6030051796312292224,30.709898107633112,-6.0254,28.272587909649957,146,10908.416,1.9819,A
6030023002965268864,30.26917527230286,-5.0262,26.462640160724398,274,5573.452,0.7139,G
6030080727286626688,30.26955701852314,-5.1109,26.334135637111167,342,4927.9717,1.0226,K
6030051826378771328,30.337290937820494,-6.0363999999999995,26.72975460437113,222,6022.7085,1.1543,F
6030080757271222016,30.18104460392203,-6.371700000000001,25.932917969034612,217,4821.5537,0.4414,F
6030080757274825728,30.079511670695897,-6.9695,25.533962699766835,286,5128.885,0.5052,B
6030051830739921024,30.364038794939223,-4.9779,26.9725000109785,329,6058.024,1.4089,F
6030080795948263168,30.379489785648826,-4.9181,26.811473508720148,119,6326.5996,1.1268,F
6030023071684523904,30.233284794979486,-7.7359,26.407444994647143,324,5354.6187,0.5558,K
6030051830739930752,30.105545770246287,-5.2309,25.51974511518591,121,4171.6416,0.7656,K
6030080830365513472,30.257360229421224,-5.0497000000000005,26.54978905824395,359,5236.112,0.6893,K
6030023140364651264,30.11814801168104,-6.9605,25.660562230701757,235,4331.2466,0.6755,K
6030023140404049152,30.13546972756367,-6.0369,25.817673849752317,279,4431.246,0.7847,K
6030080860350546048,30.175421203493407,-4.9008,25.95096746931184,231,4667.231,0.6332,K
6030080860350546176,30.192490569682622,-4.314,26.023064730756168,224,4829.92,0.7425,K
6030023174763763712,30.437368881668686,-5.2988,27.012143222221987,117,6776.4834,1.628,F
6030023174764215296,30.15767370023477,-5.8611,25.908899422743527,266,4618.5864,0.7341,K
6030023204718294016,30.170211857407278,-5.8295,25.794380168594063,136,4631.6143,0.4741,K
6030051899391732608,30.178004544568594,-6.0928,26.105412315240567,222,4742.913,0.4583,G
6030051899391826048,30.212150354859762,-5.414,26.265144001323595,317,5147.7954,0.6161,G
6030023209123492608,30.203142918577417,-5.3713,25.991321200724126,122,4990.2524,0.6872,K
6030023243483261696,30.428712814169156,-4.8034,27.169619007035585,191,6714.689,1.3661,F
6030023277842998912,30.464110850967728,-4.8758,27.230059047842314,116,7116.146,1.3475,F
6030023307796022400,30.142085362550596,-4.5329,25.739064589119078,154,4381.5454,0.6435,G
6030080899084957440,30.291665824047797,-5.5865,26.441218798229766,184,5719.117,0.6874,F
6030080929070116608,30.27720786119511,-4.8297,26.639748339810062,339,5693.395,0.9271,K
6030052002472400768,30.18419455997221,-4.8588000000000005,26.04697344830079,296,4788.8535,0.7842,K
6030023342155105280,30.329047749521756,-4.0412,26.768212664569536,294,6003.496,1.1506,K
6030052032529012736,30.526732311095692,-4.8839,27.4769133620535,102,8149.669,1.6507,A
6030023346562497920,30.67624298130154,-5.9822999999999995,28.184916100366774,185,9959.042,2.0898,F
6030023273435613696,30.191095438001003,-6.05,26.193831768524195,353,4903.9014,0.4962,F
6030052066893109120,30.18141806667462,-4.3938,26.137506720945925,351,4744.1084,0.6983,G
6030080997789648896,30.24487629528519,-4.9156,26.420800867055522,322,5404.457,0.9424,F
6030052101248505472,30.22255735955441,-5.5729,26.34106424467208,343,5194.557,0.5861,G
6030052101248524672,30.198211719834536,-5.4846,26.19846091074659,338,5060.1353,0.5849,G
6030023445234327808,30.218451410946685,-5.9186,26.31727147213296,341,4877.6377,1.0122,K
6030081002164230144,30.244203498362783,-5.375,26.584031356700436,359,4713.2065,1.1774,K
6030081032149249152,30.18749578958726,-6.7762,25.96603337344413,187,4885.361,0.4546,A
6030052105617911680,30.237264911900642,-5.061,26.307122769453052,292,5250.268,0.6869,K
6030081036466562432,30.14813145761053,-5.9395,25.878878108140768,333,4471.997,0.8171,M
6030052139977672320,30.252831294581277,-4.6061,26.65979693600992,359,4901.7617,1.5613,K
6030023449641726464,30.26147115128239,-5.6231,26.43339780041658,291,5539.2944,0.6269,F
6030052139977643776,30.23287420525602,-6.1131,26.426551723721236,344,5372.338,0.9821,G
6030052169967975808,30.196897291743145,-4.2054,26.125114666331775,307,4949.6865,0.8112,K
6030023513953832576,30.290254022079214,-4.928,26.726228398538467,358,5770.992,0.9514,G
6030023513953848960,30.27605309683258,-6.0842,26.469261563224958,359,4926.1675,0.8904,F
6030081066509050880,30.176652223542714,-6.1979999999999995,25.848386732564354,188,4855.0073,0.8623,F
6030052208696973824,30.225869214773628,-4.279,26.485644602956597,357,4969.5625,1.0817,K
6030081070826358784,30.16144542868031,-5.5466999999999995,25.983248468789874,328,4575.0728,0.5071,M
6030023582710507008,30.203531408552234,-6.0594,26.173063183341476,301,4936.6606,0.5035,G
6030081070883736320,30.237092375666695,-5.1409,26.43698899302875,341,5331.1797,0.6533,F
6030023617058487936,30.171706061602883,-5.4468000000000005,26.04826203688085,328,4817.281,0.5548,K
6030081100868805248,30.23281258835552,-5.9607,26.33983422988954,328,5278.8164,0.561,F
6030081100876167808,30.215905621924296,-5.2168,26.341498460128246,353,5017.351,0.6071,K
6030081105186220800,30.23571667870197,-6.3729000000000005,26.39737446439032,348,5252.707,0.5458,G
6030052277416555392,30.520621495375487,-4.8487,27.642579531476795,290,6353.7485,2.8909,G
6030052307406958080,30.25457000154477,-4.8586,26.657731118067513,359,4944.836,1.4874,K
6030081139545986944,30.232034216347824,-6.5311,26.46677366129034,356,4937.398,0.9888,M
6030052341766716032,30.330851882463882,-5.0598,26.65274718069331,164,5958.8076,1.1377,F
6030023655800145792,30.236439718452754,-4.7444,26.471928782595832,354,5410.219,0.8185,K
6030023685752611200,30.2263462993079,-5.5723,26.373292743239638,356,5065.052,1.0084,K
6030023685753149952,30.170129300522692,-4.7965,26.006464985547428,355,4635.9795,0.8148,K
6030023685753371008,30.229215855932434,-5.7428,26.399724599750083,356,5128.5073,1.048,F
6030052376126451328,30.22223308482701,-5.0743,26.349950849102207,348,5159.4546,0.9771,G
6030023754497655168,30.21035493009847,-5.97,26.216628201679537,286,5062.119,0.5252,F
6030052414855476608,30.252540550500413,-6.0446,26.583180210215545,359,5578.5366,0.6255,G
6030052444876198400,30.174836121661066,-5.7674,26.02124083152992,302,4698.3833,0.4878,B
6030081208265421696,30.298741711667745,-6.3388,26.44570025571369,122,5740.554,0.6516,B
6030052449215283456,30.245986980509656,-5.0385,26.442436659500597,334,5535.835,0.7524,K
6030023823191615744,30.391566420581526,-4.9147,27.081478794773126,299,6548.827,1.4663,F
6030052483507474816,30.188423873589652,-5.7472,25.948945939437255,179,4858.439,0.5131,K
6030052513565441792,30.261924335926597,-7.0044,26.280980445027005,139,5478.2427,0.5788,K
6030023861919402368,30.240434169952632,-6.3165000000000004,26.4389607409961,348,5379.0225,0.5673,M
6030052552294557952,30.54552048776469,-5.6014,27.626292583605906,149,8222.228,1.6886,A
6030023926272046464,30.177722251146545,-6.0404,26.256525925815794,359,4799.1836,0.891,K
6030081272690312320,30.651619965124638,-5.4656,28.307628360682543,278,5434.4497,2.4223,M
6030052582293092992,30.23694477318445,-5.636,26.483458294832054,357,5499.8784,0.6316,G
6030052616644694912,30.18185314330083,-5.9605,26.00320896967144,258,4741.4346,0.4759,K
6030023965038240768,30.203410789472013,-6.1122000000000005,25.982073770370235,119,4901.786,0.6969,K
6030052651004424192,30.168862947936805,-5.6113,26.010938531097796,299,4615.2227,0.8834,K
6030052651004433792,30.26100084648004,-5.1345,26.391169420454524,241,5486.902,0.7244,K
6030052655306329600,30.23443947732293,-6.0309,26.478097771680904,350,5305.2188,0.5706,G
6030023999397970944,30.1867507008547,-6.5821,25.907387739672345,158,4755.7515,0.5608,F
6030052655410560512,30.339181417789288,-5.5191,26.606330088503118,109,6004.4785,0.981,F
6030052685364200448,30.121301412308327,-5.7088,25.55693310531926,120,4272.431,0.5896,K
6030081341386811264,30.156813809698072,-4.5294,25.878629616746338,233,4500.1685,0.6413,K
6030081341386822528,30.224097882018828,-5.1893,26.28476265959569,312,5151.799,0.6462,F
6030052689733496192,30.762632191607867,-5.2079,28.6464689903485,270,9862.35,3.5926,B
6030024068117458176,30.256816452923314,-4.916,26.645258191616023,359,4966.6934,1.4328,K
6030081345704514048,30.27023264371669,-4.7633,26.261777994390048,117,5397.777,0.7857,K
6030052724093244032,30.23709437671161,-5.0718,26.386864316029776,341,5229.539,0.7982,G
6030081375776684928,30.33499068226356,-5.8436,26.846654927361996,329,6008.653,0.9458,F
6030024136836544128,30.195607352267764,-5.3928,26.12696365500509,287,4955.018,0.5811,K
6030052724093270400,30.19733077083444,-4.7315000000000005,26.257486524381388,339,4981.846,0.6973,K
6030052754083544832,30.4334222196645,-4.6786,27.270025081770328,308,6180.271,1.5463,F
6030052754090154112,30.194858540711312,-5.9839,25.943484988864597,168,4890.164,0.4993,K
6030052754118488832,30.20148709295658,-4.5898,26.060178224833848,200,4805.627,3.799,K
6030081380149300864,30.22751067937993,-5.559,26.358612882223852,348,5237.239,1.0371,G
6030024171196289024,30.46576379882981,-4.6494,27.40581669262666,304,6213.3716,2.2756,F
6030024171196307712,30.28983686879959,-4.931,26.64423885092276,324,5853.492,1.0607,G
6030024269868123520,30.165873917480187,-6.9964,25.801095788596715,148,4845.5576,0.8258,F
6030052861532187776,30.221742621587953,-4.8364,26.10149004082177,155,5094.679,0.6668,F
6030024274275523456,30.47020776791949,-4.918,27.360932033381516,202,6989.0483,1.6505,F
6030024304227937920,30.13255341830877,-4.536,25.764095591865473,261,4292.57,0.6236,K
6030081448840903296,30.23067774559086,-5.7322,26.417879748552313,347,5388.35,0.5905,G
6030052891522538368,30.120983314363226,-4.5373,25.6048151760027,136,4224.855,0.6064,K
6030081478833287680,30.18258834459286,-4.8487,26.102768799514244,338,4736.879,0.6501,K
6030024372947483776,30.236871468659814,-6.4719,26.242068592518404,227,5250.804,0.531,F
6030052964611475584,30.18749654664294,-6.0443999999999996,25.924939566592666,119,4807.532,0.6767,G
6030052964611490176,30.096139807919908,-6.5061,25.480759185050275,113,4190.0674,0.5643,K
6030081483200653056,30.227872584750987,-5.2187,26.49989395269927,359,4919.8647,1.1137,K
6030081483200877312,30.234519775817454,-5.3298,26.28504053196365,289,5226.0176,0.9162,F
6030081513185623424,30.151640511915254,-4.9225,25.78789144435552,181,4455.2114,0.8245,K
6030081513185655424,30.233234961241298,-5.2302,26.523069630999874,359,5460.9863,0.6835,G
6030024441668934400,30.243534138000626,-4.5086,26.377202529452575,358,4704.898,1.1267,K
6030081547545437952,30.22133668626372,-5.4913,26.313691397050057,333,5164.9297,0.6071,K
6030081547552763520,30.335135125056894,-5.4607,26.58093253502849,188,6006.3906,0.8193,F
6030024480434041088,30.447679188669213,-4.7772,27.332736642895217,316,6157.3374,2.0905,F
6030053067727781632,30.182232229372147,-6.0671,26.132850160882548,308,4774.5576,0.468,K
6030081551863085184,30.144783318361856,-5.4979000000000005,25.83958633148145,261,4387.493,0.4809,M
