tic_id,gaia_id,spectype,M,L,Teff,R,met
TIC 224289449,1573086442800134272,M,30.0604337487812,25.447243548035132,3626.983,0.6882,-4.57
TIC 224297258,1574358783911530624,G,30.24219823746669,26.358807921626653,5521.582,0.8419,-4.619
TIC 227642705,4282578724832056576,M,30.06193390392361,25.425358846341584,3560.909,0.6884,-4.46
TIC 2288734,6770313530317154560,F,30.38492732105085,26.88047447206844,6067.7993,1.279,-4.3845
TIC 229650439,2268101727131230464,G,30.241010016528755,26.217593494309906,5201.728,0.8263,-4.51
TIC 230073581,1642641410934267008,K,30.06193390392361,25.587597371665886,3731.1538,0.7476,-4.38
TIC 230127302,1650110904522335744,K,30.247358816560386,26.275562591600014,5207.8228,0.8515,-4.372
TIC 231698181,6412595290592307840,K,30.179319502641466,25.93494804674296,4560.303,0.7631,-4.32
TIC 232567319,1411707818360668416,F,30.41244926266751,27.09642954995006,6197.65,1.5724,-4.54
TIC 232612416,1438888501713397760,K,30.25477041305895,26.286378775071633,5252.338,0.851,-4.317
TIC 232967440,1686171213716517504,G,30.258024287333672,26.403848023016717,5353.669,0.9415,-4.401
TIC 232976128,1678371724905519744,G,30.301190223350403,26.488986615222093,5525.0327,0.9779,-4.243
TIC 233075841,2160951157908163968,K,30.210196069114534,26.158025454932094,5035.6104,0.8029,-4.63
TIC 233602827,2253774094189458432,K,30.06193390392361,25.393679769992136,3677.3953,0.6223,-4.8
TIC 234928947,3131777319158581376,K,30.26830888056424,26.329294710833086,5154.5796,0.9365,-4.2686
TIC 23769326,1497132660589966976,F,30.380572844645787,26.926368815014577,6018.8477,1.3118,-4.365
TIC 238608004,685979983106267136,M,30.046693937366875,25.4171054033873,3824.6274,0.5899,-4.28
TIC 239816546,3445148131761842944,G,30.32503917488397,26.636283648335706,5737.8066,1.067,-4.349
TIC 243014114,46217666333148416,K,30.14360395037493,25.846900807369014,4563.6943,0.6838,-4.427
TIC 243244680,636363799347569408,F,30.366691772106833,26.932244571683544,5988.9727,1.3856,-4.4
TIC 245368902,2832463659640297472,A,30.47660795423275,27.338970496634424,7266.412,1.5085,-5.19
TIC 245509452,454187981188647168,F,30.377325093459522,26.879413060620276,6052.24,1.3271,-4.2780000000000005
TIC 250111245,2640121486388076032,M,30.03089967018364,25.332628995428,3713.7346,0.5691,-4.57
TIC 251078595,1022456139210632064,K,30.13735500109793,25.493057329060065,3745.384,0.6697,-4.59
TIC 25559430,1846882224145757056,G,30.24616864876598,26.347406510283616,5474.208,0.8581,-4.24
TIC 257774438,2584093844170270720,F,30.26229373770623,26.703382412223824,5924.623,1.09,-4.79
TIC 257802602,2576563907506735232,G,30.242883788175305,26.506382753296137,5303.792,1.0779,-4.26
TIC 258186667,5800013451037514496,G,30.335932408301296,26.65342032271458,5533.3223,1.1813,-4.17
TIC 258514800,2274696151198328960,G,30.24298858251084,26.420395553521683,5479.049,0.9197,-4.5
TIC 259506033,256580182331399296,G,30.300239623169674,26.388238777298906,5173.06,1.0187,-4.346
TIC 260351540,5495052596695570816,K,30.223964688669753,26.368230475946746,4877.927,1.0952,-4.5
TIC 26045729,3068540350999693952,A,30.480349498305447,27.344162670984723,7184.2456,1.5557,-4.8
TIC 260647166,6125644402384918784,G,30.28527764462692,26.440574795080284,5645.641,0.8865,-4.84
TIC 261136679,4623036865373793408,F,30.327889688045882,26.76921164879354,5855.533,1.2031,-4.45
TIC 261867566,5795534040654879744,G,30.284381267669065,26.429990000124686,5326.739,0.9799,-4.4
TIC 2621212,3620501712193719296,K,30.13735500109793,25.876710235012034,4544.274,0.7124,-4.58
TIC 263003176,4617759514501503616,F,30.350044300876,26.850953627870254,6062.6787,1.2315,-4.66
TIC 264678534,2300641567596591488,K,30.212743258128413,26.134367759783363,4998.011,0.7955,-4.57
TIC 265373654,577602496345490176,K,30.11141926700353,25.586961158635308,3887.799,0.7001,-4.6
TIC 26547036,2136815881249993600,G,30.34461069760671,26.649611114105433,5827.4766,1.0587,-4.372
TIC 266012991,2581918597853527424,G,30.25754730268177,26.547655451206246,5610.5854,0.9846,-4.59
TIC 266015990,2582617711154563968,G,30.25754730268177,26.48910567865726,5496.631,0.9711,-4.48
TIC 267215820,2642766361608754432,K,30.1245807130615,25.82141132560492,4402.172,0.7118,-4.71
TIC 267650535,365426679516816512,K,30.205379445082745,26.11679507263209,4931.847,0.8013,-4.374
TIC 268565917,3101382419728401408,F,30.383273021467524,26.931510240798392,5981.8096,1.3974,-4.3493
TIC 26884478,2136027771930903808,F,30.39541592336873,27.023560956203394,6233.2827,1.4264,-4.547
TIC 269263577,2075998903831657472,A,30.499903034681125,27.550397095638974,8034.9873,1.5948,-4.49
TIC 269701147,2248126315275354496,G,30.20699092923932,26.407978812904535,5364.552,0.947,-4.69
TIC 27039476,3409148746676599168,G,30.268852786590767,26.440191860197203,5621.2837,0.8955,-4.46
TIC 27064468,623633615066248576,F,30.39192759552291,26.873850197775987,6054.8555,1.2617,-4.36
TIC 270701667,2078373642776670080,K,30.190043368033237,26.103790319481472,5060.944,0.7463,-4.72
TIC 271772050,2079971473693847168,F,30.446800007795417,27.113809661848165,6048.46,1.7146,-4.113
TIC 271972463,5214209564293214208,F,30.361839269312423,27.027225880949036,6064.013,1.5132,-4.65
TIC 272546396,5214002100193281920,G,30.347723933030856,26.654027632384498,5748.8105,1.0945,-4.25
TIC 273875635,2086435189017387264,G,30.179890567131245,26.25414900495539,5280.387,0.7952,-4.98
TIC 27491137,1490845584382687232,K,30.230827442349966,26.161747011363737,5062.5137,0.8011,-4.52
TIC 275574174,2126518783059463168,G,30.302827284143316,26.626963221298475,5688.2437,1.0427,-4.38
TIC 2764004,3614661419960402944,G,30.284789579565896,26.447625744567084,5607.1523,0.8829,-4.93
TIC 277833995,3856449627544923392,M,30.0604337487812,25.46611651366822,3671.7307,0.6967,-4.392
TIC 279046938,2651117427299894656,G,30.24348181877272,26.647937019273424,5859.395,1.0304,-4.464
TIC 279246287,5485320853638354304,G,30.201595897352618,26.359907920701477,5437.41,0.8939,-4.61
TIC 279401253,5110565749968529024,G,30.351584353844093,26.679740229558398,5737.7026,1.0859,-4.34
TIC 279947414,568619413331898240,K,30.255154489565875,26.26750769634564,5185.6187,0.86,-4.372
TIC 280206394,5313031504751276032,F,30.36221446975209,26.90892932470336,6018.2925,1.3384,-4.56
TIC 280437559,3087206553745290624,K,30.164201970276743,25.900421946305066,4598.748,0.7205,-4.365
TIC 281541545,4919770108539385472,K,30.151778134381356,25.884463685490868,4467.872,0.7255,-4.332
TIC 281660552,3809028584392561408,G,30.273937718869934,26.83159790394973,6116.589,1.1487,-4.797
TIC 281837575,3815937670648091392,G,30.235019652839565,26.30450066262816,5345.1616,0.8486,-4.433
TIC 281885301,3798833775141351552,G,30.24298858251084,26.31296978668904,5348.1846,0.8489,-4.48
TIC 282485660,5984530842395365248,G,30.28527764462692,26.498655669572468,5388.3945,1.0354,-4.39
TIC 283031851,1791995119082190848,M,29.99573525312039,25.217614140177155,3380.8362,0.6051,-4.46
TIC 287080092,1629404184289170688,F,30.2527484198,26.887613079695274,5956.688,1.3342,-4.94
TIC 287256467,4548496986402688384,G,30.250813920022797,26.521050041623493,5770.0864,0.9329,-4.68
TIC 287331845,6294955311720593024,K,30.217584002736746,26.119061589960925,4988.439,0.7836,-4.57
TIC 287333762,3613175223837135616,K,30.14360395037493,26.016924724074777,4866.639,0.7319,-4.8100000000000005
TIC 288144647,2872039996566868480,K,30.06342889501056,25.63093157655255,4174.8213,0.6387,-4.66
TIC 289574465,2095929368839731072,F,30.474597169416356,27.343390331154502,6733.234,1.7715,-4.54
TIC 290493086,5768159705804908800,G,30.28973198605317,26.512355325635667,5419.229,1.0435,-4.35
TIC 290504044,5989042791436795648,F,30.433001766195346,27.118152748315936,6184.3,1.5708,-4.495
TIC 290742484,6682513094425008640,K,30.25754730268177,26.288038880340217,5196.1143,0.8732,-4.42
TIC 292202337,6214868495365748096,G,30.200508801711404,26.55601828823363,5841.4673,0.9486,-4.578
TIC 293459761,610181468257262464,G,30.28973198605317,26.500370888332533,5671.698,0.902,-4.56
TIC 293612446,3394923127797114496,F,30.512554589772616,27.296261392722307,6580.8594,1.7571,-4.206
TIC 293954617,2089570519439964416,K,30.227413600604624,26.1385048445483,4973.8477,0.8077,-4.56
TIC 294028147,5355799586503538176,F,30.38129128067712,26.950577957872813,6129.6885,1.3575,-4.5
TIC 294319820,3606709167752821632,G,30.28973198605317,26.521040846837685,5634.962,0.9664,-4.56
TIC 295541511,6436995652638923392,G,30.28527764462692,26.573410842330887,5685.946,1.0115,-4.404
TIC 297373047,6264513270727342080,K,30.104685884344562,25.66044134924099,4204.36,0.6514,-4.54
TIC 29781292,4668163021600295552,F,30.398876455478234,27.016022716261684,6141.14,1.4559,-4.54
TIC 299799658,4632865331094140928,K,30.27163376396037,26.300140105075386,5208.5034,0.885,-4.4
TIC 300038935,5268547016621360768,A,30.574967714533916,27.70258635513427,8258.403,1.7668,-4.54
TIC 300812741,5264331179802870016,K,30.1454612353805,25.83455394276565,4469.8813,0.7065,-4.66
TIC 301258470,2632880927441296640,K,30.253230701339735,26.246764536397706,5162.0327,0.8561,-4.442
TIC 301288279,2634046753364013440,K,30.209130315249876,25.887470289932484,4499.625,0.7331,-4.642
TIC 301289516,2643842302456085888,K,30.071560603724937,25.621712070319102,4182.047,0.6293,-4.8
TIC 301880196,1772187382746856320,F,30.30921476415684,26.64321870527449,5851.937,1.0462,-4.54
TIC 307624961,5726982995343100928,G,30.24779196667323,26.356773743978135,5361.131,0.8929,-4.5280000000000005
TIC 307733361,664337230586013312,F,30.38129128067712,26.807692879302568,6011.121,1.1807,-4.24
TIC 309792357,4762582895440787712,K,30.269781759098777,26.26802146677789,5174.8037,0.863,-4.32
TIC 310002617,1725490333641502976,G,30.369651200811756,26.721958306768812,5848.7705,1.1406,-4.303
TIC 311133118,1265513389372846848,K,30.217060440910945,26.075973824818774,4918.2637,0.7653,-4.5
TIC 317060587,6357524189130820992,F,30.37913239728248,26.90239744949526,6023.965,1.3267,-4.4
TIC 317483660,2996776253547606656,F,30.402651460914683,27.005394744602217,6273.4175,1.3836,-4.57
TIC 317548889,2992025233741516928,F,30.405478310247346,27.052347782356204,6101.3228,1.5431,-4.376
TIC 318796593,3046930579529070464,F,30.38805779324713,26.823873710649604,5901.8315,1.2567,-4.256
TIC 320004517,6641996571978861440,G,30.29676524878437,26.549684434614647,5695.868,0.988,-4.578
TIC 320636129,4477300378701511296,G,30.28973198605317,26.47889985395319,5243.283,0.993,-4.52
TIC 321285788,607937055787752576,G,30.162423287318532,26.51781856473488,5737.1733,0.947,-4.832
TIC 321668398,1416731285125373184,F,30.442768684122665,27.15120301386359,6151.7153,1.6902,-4.384
TIC 321857016,2221164434736927360,G,30.29282306303031,26.385330785104138,5315.492,0.938,-4.26
TIC 322807371,3533836281547278848,G,30.27163376396037,26.415999398067104,5557.8447,0.8649,-4.57
TIC 32820141,5424836719001215360,G,30.298505910360674,26.462517536308543,5361.1924,1.0092,-4.2
TIC 329649885,5855730584310531200,G,30.217584002736746,26.424275599255242,5475.771,0.9214,-4.9
TIC 330485001,2198848918548722304,F,30.3776871564083,26.931973926734337,6132.7715,1.3264,-4.36
TIC 330687113,610858393758591104,F,30.43204481873089,27.04961902206772,6227.1436,1.543,-4.37
TIC 332022997,661598415839633024,K,30.184996635533157,25.99677887743349,4802.8735,0.7254,-4.6
TIC 332024125,689268759823937280,G,30.22122883875861,26.352004367891436,5301.562,0.9045,-4.54
TIC 332064670,704967037090946688,G,30.255154489565875,26.37371020632996,5184.4775,0.974,-4.17
TIC 332911893,2493785078665571200,F,30.39541592336873,26.98110552166911,6021.561,1.393,-4.54
TIC 333473672,1920333449169516288,G,30.294272689410647,26.620395068031193,5774.494,1.041,-4.568
TIC 333605244,2535901287452166400,K,30.19777909767828,26.110841090818823,4958.5474,0.7876,-4.561
TIC 333657795,30398648945512960,G,30.2527484198,26.644469193281818,5755.423,1.1045,-4.61
TIC 333800257,602348482997667840,G,30.22638932069138,26.402583493924975,5482.7617,0.8961,-4.604
TIC 336732544,6806639397331208320,G,30.250813920022797,26.408231303659136,5434.462,0.8861,-4.407
TIC 337607207,609508120464763264,G,30.28077714340024,26.49172275834048,5677.8296,0.8883,-4.64
TIC 337632006,658607950370340608,M,30.090897599858927,25.588187896724612,4050.589,0.622,-4.34
TIC 34077285,2993658970584498048,K,30.23802516297929,26.145692492839668,5009.576,0.7968,-4.31
TIC 343019899,2005028761147595648,G,30.314703263873113,26.611907112797674,5724.5986,1.0469,-4.376
TIC 345063080,3860043690538404992,K,30.23802516297929,25.795026755039746,4497.2983,0.6647,-4.638
TIC 347332255,3948424496764080640,G,30.200508801711404,26.21436029691879,5203.3135,0.8073,-4.74
TIC 347713631,3567602184853029760,G,30.247895917005586,26.537077957781136,5726.5283,0.9659,-4.79
TIC 348964243,5685917541714610688,F,30.45079425474373,27.175257893282936,6226.2,1.7034,-4.338
TIC 349445372,3596333042162818304,G,30.247895917005586,26.349123659730534,5299.1963,0.9086,-4.52
TIC 349488688,4564566554995619072,F,30.359203750714286,27.021926994320918,6115.222,1.4789,-4.7
TIC 349606708,1176209886733406592,K,30.221261980625595,26.065345842134626,4759.7764,0.813,-4.4062
TIC 349827430,1076970406751899008,F,30.401625163906388,27.112065551657896,6437.147,1.4837,-4.402
TIC 349972412,5289275864525400704,K,30.247895917005586,26.34100158617914,5088.7227,0.9641,-4.38
TIC 350153977,4619238087059206784,G,30.276229515649522,26.5041013795382,5600.6025,0.9723,-4.46
TIC 350618622,4767547667180525696,F,30.41776179963861,26.960342076635577,6175.984,1.3506,-4.3
TIC 352402781,6427244702486210816,G,30.217584002736746,26.603285231930013,5631.3403,1.0781,-4.78
TIC 352413427,369669965470499456,F,30.31003406421821,26.628350926178083,5860.138,1.0239,-4.59
TIC 354469661,359678187913760384,F,30.455357811430684,27.43610352042021,6411.1055,2.1915,-4.503
TIC 35516889,5411736896952029568,G,30.283033223704464,26.50466248556189,5454.128,1.0198,-4.5
TIC 361343239,5305241494923209856,F,30.269781759098777,26.719990934113998,6008.917,0.9985,-4.527
TIC 361711730,5820908638718592256,G,30.30710608212259,26.552426104567083,5682.2695,0.9905,-4.69
TIC 363573185,3798690151434945280,G,30.24298858251084,26.446500492107237,5459.0767,0.9562,-4.61
TIC 364186197,2275130045974715904,F,30.416439745400314,27.050395371945815,6131.947,1.5184,-4.29
TIC 365007485,3867810120985878272,G,30.192821973045113,26.375299779113337,5350.963,0.9145,-4.702
TIC 365733349,2245652826430109184,G,30.27860022414597,26.418546396525368,5304.421,0.9732,-4.283
TIC 366410512,601199802584914816,F,30.25754730268177,27.05915077568134,6072.5317,1.5575,-4.6
TIC 366443426,600698184764497664,F,30.36296389958759,26.96939161406007,6238.767,1.3377,-4.64
TIC 366484980,601159910928534144,F,30.38841102180007,27.037153151028683,6142.8364,1.4908,-4.57
TIC 366622912,602466302541172736,K,30.279871419439218,26.03765553410281,4835.2656,0.762,-4.647
TIC 368435330,729899906357408768,G,30.335932408301296,26.660240327292367,5846.199,1.0677,-4.44
TIC 368739874,1159042833731813760,K,30.118707369846312,26.09264196892951,4987.2837,0.7562,-4.42
TIC 371188886,5244434756689177088,G,30.332733171131224,26.614877042805425,5501.31,1.1417,-4.101
TIC 371234684,898130030131443584,F,30.40605504010536,26.906079195209642,6146.142,1.2639,-4.42
TIC 372172128,6375983988633147392,G,30.312185607651866,26.57331638856541,5585.505,1.0459,-4.4
TIC 374530847,1748596020745038208,K,30.250328945676586,26.264930199069244,5192.7095,0.8331,-4.42
TIC 375506058,2188906825165621120,A,30.577259511313503,27.6055467796443,7426.445,1.955,-4.45
TIC 375942197,1750321012752775040,F,30.4272281946991,27.24489208484708,6138.781,1.9298,-4.376
TIC 376524552,3962403923821595264,K,30.21072796689309,26.016969800578423,4757.89,0.7769,-4.234
TIC 376637093,2226107083103120640,F,30.355410761697147,26.95879041708199,6355.8276,1.2742,-4.59
TIC 376879052,2576755978444329216,G,30.258024287333672,26.53391486661723,5630.5615,0.9508,-4.466
TIC 376938120,2580505553613124992,M,30.054380766033166,25.565620842410254,4003.8213,0.6218,-4.414
TIC 37749396,2428162410789155328,K,30.088086622525097,25.53179124100165,3890.675,0.6448,-5.01
TIC 37770169,2912264564319611136,K,30.23802516297929,26.210217766650196,5085.1646,0.8356,-4.44
TIC 380255458,3579426053724051584,G,30.28077714340024,26.5423028757784,5558.4185,0.9986,-4.44
TIC 380583651,3909373932553827072,K,30.202680278644838,25.972484095610852,4654.1484,0.7926,-4.54
TIC 38136597,2613924969021549440,K,30.17124473783334,25.9006265367052,4703.5396,0.6879,-4.79
TIC 38158652,3796826582305099520,K,30.284904976522746,26.39297796453229,5212.654,0.9823,-4.1561
TIC 382391899,5160557726183065984,G,30.247895917005586,26.362466325112067,5361.5547,0.8955,-4.66
TIC 383390264,5765748511163751936,F,30.38129128067712,26.840664877456355,6176.828,1.1745,-4.46
TIC 38354061,2616071555020488960,G,30.30710608212259,26.64019596336173,5674.143,1.1016,-4.5
TIC 38698692,4675222436007028608,G,30.28973198605317,26.63615110817679,5673.3086,1.1003,-4.58
TIC 387690507,3353218995355814656,M,30.022781779961463,25.412483620027086,3788.846,0.5918,-4.164
TIC 388076422,2270404997834401664,M,30.009469029355948,25.29857093641057,3752.0105,0.5374,-4.63
TIC 388801714,2538051863476537984,G,30.22163954411432,26.338334934753213,5277.1274,0.9021,-4.54
TIC 389506883,4657193606465368704,G,30.1245807130615,26.180966234442423,5150.351,0.7933,-5.15
TIC 38991680,4415515934099120768,F,30.38129128067712,27.133308590128507,6030.874,1.7327,-4.59
TIC 390472975,6072902994276659200,F,30.464977632590195,27.40137984679891,6401.631,2.0727,-4.5
TIC 391958006,4287820848378092672,K,30.28527764462692,26.403633970276648,5532.365,0.8814,-4.54
TIC 392747437,6216644481523819776,F,30.28077714340024,26.66273954499837,5423.2734,1.1971,-4.34
TIC 39414571,3022644120017418496,G,30.27805428506477,26.331198785176635,5246.597,0.9091,-4.196
TIC 394287035,4619939536821435904,G,30.276229515649522,26.406708287064877,5458.04,0.9127,-4.45
TIC 394561119,5192364501633274880,F,30.428839678855677,27.29419953704909,6450.54,1.8214,-4.64
TIC 394722182,4613145315172329984,F,30.42658192302939,27.106069417846683,6230.717,1.5901,-4.421
TIC 395171208,1978027916667478656,F,30.464046987083044,27.283978167837017,6451.142,1.7965,-4.421
TIC 395393265,562109759036198272,F,30.479205111656707,27.24200233915623,6358.5986,1.7373,-4.258
TIC 396740648,1104269596843209472,K,30.222785196422556,26.162392283641008,5008.971,0.8155,-4.42
TIC 397052808,3701123406596146048,G,30.279871419439218,26.530871366858268,5591.162,1.0021,-4.53
TIC 397558558,3905603054348141440,F,30.319695209430613,26.701543144767317,5770.378,1.1538,-4.6
TIC 399087153,3902370696320119296,G,30.28973198605317,26.48669424450846,5562.381,0.9642,-4.49
TIC 399155300,6049057713786919936,G,30.526649517958415,27.42633198838814,7540.049,2.1349,-4.485
TIC 399637637,5231963962676292224,A,30.496893383698332,27.418877419606886,7569.1675,1.5099,-4.4
TIC 399722652,2534388703049641472,G,30.24348181877272,26.40266803335913,5619.0127,0.8506,-4.604
TIC 399731211,2559203924574351616,K,30.228435470445262,26.234225023214382,5215.273,0.7862,-4.406
TIC 399860444,2131314401800665344,G,30.31928139855423,26.60334081030456,5728.4087,1.0439,-4.48
TIC 399870368,3291455819447952768,A,30.574967714533916,27.86414215653354,8811.203,1.8567,-4.599
TIC 400432230,2139082524468869248,F,30.409095620659922,27.029067292316935,6256.606,1.4154,-4.54
TIC 401604346,6373308503181838592,G,30.332733171131224,26.812517722142907,5890.3374,1.2289,-4.513
TIC 402314147,2598309945401588224,F,30.28527764462692,26.564512959077437,5583.8833,1.0484,-4.51
TIC 40292751,2032764938419327616,F,30.38841102180007,26.95765012699526,6113.0205,1.3719,-4.46
TIC 403224672,6407428994690988928,G,30.32707716305321,26.686925307947213,5747.6714,1.1449,-4.58
TIC 404518509,4847732649308331648,G,30.335932408301296,26.638934503374514,5778.1284,1.0657,-4.491
TIC 405485269,5691782130578684544,G,30.358318398735122,26.77169604625427,5836.8735,1.2193,-4.3096
TIC 405501056,6166183842771027328,G,30.320934281546158,26.630688378301848,5539.8813,1.149,-4.35
TIC 405688133,2132086400701217792,G,30.29414110495822,26.51588124574124,5388.995,1.0592,-4.19
TIC 406997913,2139269269647566336,G,30.2527484198,26.256575388780618,5328.061,0.7954,-4.46
TIC 407126408,5772195974332632192,K,30.21231976274439,26.047684324511387,4869.8354,0.7567,-4.673
TIC 407966340,3301771025223950336,F,30.395763220054093,27.042922134193784,6280.154,1.4419,-4.558
TIC 408636441,2216420110788943744,K,30.051782480545093,25.564365966447635,3926.7197,0.6767,-4.458
TIC 411608801,2790691147020786816,F,30.38129128067712,27.101978326725582,6304.67,1.5221,-4.62
TIC 415276070,5715145275211633792,F,30.460472526724747,27.229396720736194,6737.3384,1.5869,-4.43
TIC 416279912,2139300262131379584,G,30.283483036776165,26.492192414445306,5599.9014,0.9554,-4.523
TIC 417047499,2080811118319262080,F,30.351968515286128,27.128106230391854,6379.868,1.4636,-4.906
TIC 417646390,497750842338402560,F,30.416770636450153,27.034860165228817,6168.0044,1.4937,-4.358
TIC 417931607,1581799694493008384,G,30.29946030876713,26.598343533529444,5714.1807,1.0392,-4.521
TIC 417948359,1556242405699527424,K,30.241604533366157,26.134485299738962,4973.2905,0.8022,-4.358
TIC 418761354,2556231154370582400,K,30.15583840679194,25.869715395399126,4628.5464,0.6883,-4.46
TIC 419523962,430269136520563200,F,30.488276866707547,27.418311089273498,6153.87,2.4057,-4.17
TIC 420202798,6056675572727076736,K,30.25850074868909,26.374736478409396,5059.3687,1.0135,-4.334
TIC 420814525,1779546757669063552,F,30.32755470566685,26.805499519961153,5996.3154,1.1987,-4.5455
TIC 422325510,3610557458450018944,K,30.212849067480114,25.82211069511788,4465.0425,0.6824,-4.548
TIC 422618003,2646280705713202816,K,30.33192966584762,25.661992750673768,3896.6836,0.7661,-5.17
TIC 422618449,2645940376800212096,K,30.201595897352618,26.10712187112671,4989.447,0.7833,-4.54
TIC 422685031,6239581123010344960,G,30.24348181877272,26.404001975626244,5316.479,0.9563,-4.526
TIC 425817867,6678937478314860160,G,30.251819893395126,26.363880341848603,5423.53,0.8665,-4.6
TIC 427761355,2210596444367488384,A,30.551358941340567,27.65727924639163,7668.557,1.9632,-4.64
