source_id,mass_flame,mh_gspphot,lum_flame,evolstage_flame,teff_gspphot,radius_gspphot,spectraltype_esphs
6030080555487649280,2.9905465,-0.01,135.51933,287,9413.3545,4.2851,A
6030080585472496896,0.92009705,-0.4301,0.7547739,288,5570.956,0.7952,K
6030051723291346944,1.076105,-0.9699,1.5634859,301,6003.2656,1.2053,G
6030051723326314624,0.7797862,-1.0525,0.22289294,130,4796.0522,0.5275,K
6030022861118775936,1.5088735,-1.2569,4.5518394,124,7298.391,1.3999,F
6030080619832227584,0.8602651,-0.3199,0.880829,359,5422.6694,0.7716,K
6030080624207104640,0.73561263,-1.1337,0.2836221,325,4418.2505,0.8393,K
6030080654192061440,1.0388966,-0.4882,1.4768469,322,5918.0664,1.1642,F
6030022929838296960,0.7171267,-0.0154,0.1291609,119,4473.927,0.7627,K
6030051757651065728,0.8364501,0.0007,0.5777561,355,4978.2075,1.06,K
6030051757651078656,0.9054457,-0.9759,0.9777036,357,5568.0327,0.6877,K
6030080658566838528,0.89501464,-0.7228,0.8801898,344,5608.9717,0.7242,G
6030080658594753536,0.832674,-0.784,0.6734989,353,4814.09,1.263,K
6030080688551757440,0.88060015,-0.7975,0.7419345,354,4646.602,0.552,K
6030051761952550016,0.9769612,-1.6503,0.8518857,297,5769.231,1.0702,O
6030022934245762304,0.8447265,-1.4356,0.53726625,316,5199.4526,0.5503,F
6030080688551790592,0.873467,-0.7212,0.6470475,320,5405.588,0.6853,K
6030080688555349632,0.71775824,-0.7784,0.23303044,334,4472.333,1.1588,K
6030022964198036480,0.697887,-1.2438,0.22366464,348,4403.2666,0.833,K
6030022964198041600,0.6514674,-1.0003,0.114777066,215,4189.4736,0.4471,K
6030051796312292224,2.5786488,-1.4854,48.934593,146,10908.416,1.9819,A
6030023002965268864,0.9346938,-0.4862,0.7579983,274,5573.452,0.7139,G
6030080727286626688,0.93551576,-0.5709,0.56385016,342,4927.9717,1.0226,K
6030051826378771328,1.093415,-1.4964,1.4021119,222,6022.7085,1.1543,F
6030080757271222016,0.76302487,-1.8317,0.2238443,217,4821.5537,0.4414,F
6030080757274825728,0.60395664,-2.4295,0.08932865,286,5128.885,0.5052,B
6030051830739921024,1.1628746,-0.4379,2.452043,329,6058.024,1.4089,F
6030080795948263168,1.2049912,-0.3781,1.6923944,119,6326.5996,1.1268,F
6030023071684523904,0.8605555,-3.1959,0.6675335,324,5354.6187,0.5558,K
6030051830739930752,0.64126843,-0.6909,0.08645163,121,4171.6416,0.7656,K
6030080830365513472,0.9096081,-0.5097,0.92643964,359,5236.112,0.6893,K
6030023140364651264,0.6601492,-2.4205,0.11956121,235,4331.2466,0.6755,K
6030023140404049152,0.6870112,-1.4969,0.17167297,279,4431.246,0.7847,K
6030080860350546048,0.75320864,-0.3608,0.23334341,231,4667.231,0.6332,K
6030080860350546176,0.78340197,0.226,0.27548173,224,4829.92,0.7425,K
6030023174763763712,1.376775,-0.7588,2.6864038,117,6776.4834,1.628,F
6030023174764215296,0.7230491,-1.3211,0.21180075,266,4618.5864,0.7341,K
6030023204718294016,0.7442279,-1.2895,0.16270775,136,4631.6143,0.4741,K
6030051899391732608,0.75770235,-1.5528,0.33299705,222,4742.913,0.4583,G
6030051899391826048,0.8196802,-0.874,0.4810299,317,5147.7954,0.6161,G
6030023209123492608,0.8028548,-0.8313,0.25606444,122,4990.2524,0.6872,K
6030023243483261696,1.3496057,-0.2634,3.8605313,191,6714.689,1.3661,F
6030023277842998912,1.4642153,-0.3358,4.4369764,116,7116.146,1.3475,F
6030023307796022400,0.6975566,0.0071,0.14324935,154,4381.5454,0.6435,G
6030080899084957440,0.9843735,-1.0465,0.7215175,184,5719.117,0.6874,F
6030080929070116608,0.9521425,-0.2897,1.1396629,339,5693.395,0.9271,K
6030052002472400768,0.76857924,-0.3188,0.29107273,296,4788.8535,0.7842,K
6030023342155105280,1.072857,0.4988,1.5319364,294,6003.496,1.1506,K
6030052032529012736,1.6913224,-0.3439,7.83324,102,8149.669,1.6507,A
6030023346562497920,2.3863661,-1.4423,39.989334,185,9959.042,2.0898,F
6030023273435613696,0.7808894,-1.51,0.40818763,353,4903.9014,0.4962,F
6030052066893109120,0.7636813,0.1462,0.35853767,351,4744.1084,0.6983,G
6030080997789648896,0.88383335,-0.3756,0.6883811,322,5404.457,0.9424,F
6030052101248505472,0.83955944,-1.0329,0.5729178,343,5194.557,0.5861,G
6030052101248524672,0.79379034,-0.9446,0.41256177,338,5060.1353,0.5849,G
6030023445234327808,0.8316594,-1.3786,0.54237485,341,4877.6377,1.0122,K
6030081002164230144,0.8824652,-0.835,1.0024424,359,4713.2065,1.1774,K
6030081032149249152,0.77444375,-2.2362,0.24158026,187,4885.361,0.4546,A
6030052105617911680,0.86847836,-0.521,0.52984744,292,5250.268,0.6869,K
6030081036466562432,0.70733565,-1.3995,0.19765426,333,4471.997,0.8171,M
6030052139977672320,0.90017176,-0.0661,1.1935071,359,4901.7617,1.5613,K
6030023449641726464,0.9182591,-1.0831,0.70864034,291,5539.2944,0.6269,F
6030052139977643776,0.8597423,-1.5731,0.69755715,344,5372.338,0.9821,G
6030052169967975808,0.7913915,0.3346,0.34845182,307,4949.6865,0.8112,K
6030023513953832576,0.9811787,-0.388,1.3907737,358,5770.992,0.9514,G
6030023513953848960,0.94961417,-1.5442,0.76964355,359,4926.1675,0.8904,F
6030081066509050880,0.75534666,-1.658,0.1842531,188,4855.0073,0.8623,F
6030052208696973824,0.84598625,0.261,0.79923165,357,4969.5625,1.0817,K
6030081070826358784,0.72935593,-1.0067,0.25134864,328,4575.0728,0.5071,M
6030023582710507008,0.8035733,-1.5194,0.3891269,301,4936.6606,0.5035,G
6030081070883736320,0.8681334,-0.6009,0.7145244,341,5331.1797,0.6533,F
6030023617058487936,0.74679285,-0.9068,0.29193765,328,4817.281,0.5548,K
6030081100868805248,0.85962033,-1.4207,0.57129747,328,5278.8164,0.561,F
6030081100876167808,0.82679856,-0.6768,0.5734909,353,5017.351,0.6071,K
6030081105186220800,0.8653878,-1.8329,0.65223265,348,5252.707,0.5458,G
6030052277416555392,1.667691,-0.3087,11.471167,290,6353.7485,2.8909,G
6030052307406958080,0.90378284,-0.3186,1.1878434,359,4944.836,1.4874,K
6030081139545986944,0.85808104,-1.9911,0.76524717,356,4937.398,0.9888,M
6030052341766716032,1.0773231,-0.5198,1.1742897,164,5958.8076,1.1377,F
6030023655800145792,0.86682975,-0.2044,0.77438486,354,5410.219,0.8185,K
6030023685752611200,0.8469161,-1.0323,0.61705065,356,5065.052,1.0084,K
6030023685753149952,0.74408644,-0.2565,0.26515087,355,4635.9795,0.8148,K
6030023685753371008,0.85253054,-1.2028,0.6557717,356,5128.5073,1.048,F
6030052376126451328,0.8389328,-0.5343,0.5847617,348,5159.4546,0.9771,G
6030023754497655168,0.81629854,-1.43,0.430186,286,5062.119,0.5252,F
6030052414855476608,0.89956933,-1.5046,1.0004797,359,5578.5366,0.6255,G
6030052444876198400,0.7521946,-1.2274,0.27432722,302,4698.3833,0.4878,B
6030081208265421696,1.0005431,-1.7988,0.72900134,122,5740.554,0.6516,B
6030052449215283456,0.8860966,-0.4985,0.72354364,334,5535.835,0.7524,K
6030023823191615744,1.2389692,-0.3747,3.1514242,299,6548.827,1.4663,F
6030052483507474816,0.7761005,-1.2072,0.23225978,179,4858.439,0.5131,K
6030052513565441792,0.9192178,-2.4644,0.49889427,139,5478.2427,0.5788,K
6030023861919402368,0.87483925,-1.7765,0.7177758,348,5379.0225,0.5673,M
6030052552294557952,1.7660971,-1.0614,11.048941,149,8222.228,1.6886,A
6030023926272046464,0.75721,-1.5004,0.4715785,359,4799.1836,0.891,K
6030081272690312320,2.2548313,-0.9256,53.046463,278,5434.4497,2.4223,M
6030052582293092992,0.8678384,-1.096,0.7952183,357,5499.8784,0.6316,G
6030052616644694912,0.76444674,-1.4205,0.2631704,258,4741.4346,0.4759,K
6030023965038240768,0.80335015,-1.5722,0.2506697,119,4901.786,0.6969,K
6030052651004424192,0.74191993,-1.0713,0.26789623,299,4615.2227,0.8834,K
6030052651004433792,0.91726524,-0.5945,0.64298004,241,5486.902,0.7244,K
6030052655306329600,0.86284655,-1.4909,0.7854632,350,5305.2188,0.5706,G
6030023999397970944,0.77311623,-2.0421,0.2110648,158,4755.7515,0.5608,F
6030052655410560512,1.098185,-0.9791,1.0552568,109,6004.4785,0.981,F
6030052685364200448,0.66495997,-1.1688,0.09418054,120,4272.431,0.5896,K
6030081341386811264,0.7216189,0.0106,0.1975412,233,4500.1685,0.6413,K
6030081341386822528,0.8425428,-0.6493,0.50325805,312,5151.799,0.6462,F
6030052689733496192,2.9115636,-0.6679,115.74362,270,9862.35,3.5926,B
6030024068117458176,0.9084699,-0.376,1.1542138,359,4966.6934,1.4328,K
6030081345704514048,0.93697226,-0.2233,0.47731608,117,5397.777,0.7857,K
6030052724093244032,0.8681374,-0.5318,0.63663775,341,5229.539,0.7982,G
6030081375776684928,1.087639,-1.3036,1.8351983,329,6008.653,0.9458,F
6030024136836544128,0.7890444,-0.8528,0.3499385,287,4955.018,0.5811,K
6030052724093270400,0.7921818,-0.1915,0.47262272,339,4981.846,0.6973,K
6030052754083544832,1.3643202,-0.1386,4.8646674,308,6180.271,1.5463,F
6030052754090154112,0.7876851,-1.4439,0.22935756,168,4890.164,0.4993,K
6030052754118488832,0.7997996,-0.0498,0.30005875,200,4805.627,3.799,K
6030081380149300864,0.8491898,-1.019,0.5965419,348,5237.239,1.0371,G
6030024171196289024,1.4697988,-0.1094,6.650354,304,6213.3716,2.2756,F
6030024171196307712,0.9802367,-0.391,1.1515079,324,5853.492,1.0607,G
6030024269868123520,0.7368312,-2.4564,0.1652433,148,4845.5576,0.8258,F
6030052861532187776,0.8379859,-0.2964,0.33000317,155,5094.679,0.6668,F
6030024274275523456,1.4849159,-0.378,5.9973598,202,6989.0483,1.6505,F
6030024304227937920,0.68241334,0.004,0.15174824,261,4292.57,0.6236,K
6030081448840903296,0.8554051,-1.1922,0.6837665,347,5388.35,0.5905,G
6030052891522538368,0.6644731,0.0027,0.105158225,136,4224.855,0.6064,K
6030081478833287680,0.76574194,-0.3087,0.33097628,338,4736.879,0.6501,K
6030024372947483776,0.86769193,-1.9319,0.45613843,227,5250.804,0.531,F
6030052964611475584,0.7744451,-1.5044,0.21976961,119,4807.532,0.6767,G
6030052964611490176,0.62752914,-1.9661,0.07902914,113,4190.0674,0.5643,K
6030081483200653056,0.84989774,-0.6787,0.82588965,359,4919.8647,1.1137,K
6030081483200877312,0.8630061,-0.7898,0.50358015,289,5226.0176,0.9162,F
6030081513185623424,0.713074,-0.3825,0.16029483,181,4455.2114,0.8245,K
6030081513185655424,0.86045676,-0.6902,0.87115955,359,5460.9863,0.6835,G
6030024441668934400,0.88110614,0.0314,0.6226308,358,4704.898,1.1267,K
6030081547545437952,0.837203,-0.9513,0.5379222,333,5164.9297,0.6071,K
6030081547552763520,1.0880008,-0.9207,0.99531513,188,6006.3906,0.8193,F
6030024480434041088,1.4098512,-0.2372,5.6203675,316,6157.3374,2.0905,F
6030053067727781632,0.7651143,-1.5271,0.35471392,308,4774.5576,0.468,K
6030081551863085184,0.7019035,-0.9579,0.18055703,261,4387.493,0.4809,M
6030053101983498368,0.8417832,-0.1766,0.8335879,358,5246.194,0.9328,K
6030024514793765376,1.7321812,-0.4321,13.28331,274,6674.449,2.6663,F
6030024514793781376,0.8700904,-0.4456,0.7222096,344,5445.2275,0.7401,F
6030053132040726272,1.2757357,-0.4227,3.5820167,293,6469.268,1.72,F
5961406777194137600,0.68093336,0.2934,0.115060985,100,4290.44,0.6531,K
6030024549153476224,0.9241065,-0.0706,1.0091919,334,5637.4927,1.0355,G
6030081551920159616,0.9036418,-0.4506,1.060416,359,5219.3086,1.2187,K
6030081581905012736,1.1060591,-1.452,1.1986188,125,6029.027,1.113,G
6030053166408635904,0.814955,-0.1593,0.7523437,333,5123.2114,2.0221,G
6030053170769979392,0.9532899,-0.6594,0.64190215,148,5764.8433,0.814,G
6030053170806956544,1.0307828,-0.7534,1.4030349,319,5960.2764,0.8936,F
6030024613465672448,0.9386494,-0.3395,1.3431015,359,5459.1367,0.7887,K
6030081616272235904,1.8136756,-0.5943,10.581384,110,8747.454,1.58,F
6030024617872998272,1.608645,-0.1929,9.57746,263,6667.689,2.5668,F
6030053205129746816,1.1312014,-0.5343,2.1878986,327,6099.9194,1.1587,G
6030053205129780224,0.6471465,-0.4009,0.11051131,248,4157.1904,0.5414,K
6030053205129789440,0.8729968,-0.2621,0.827557,356,5407.731,0.7939,G
6030108283803657344,0.8402182,-0.4234,0.8008014,359,5354.639,0.7332,K
6030108313783995136,0.8505164,-0.8374,0.5774859,324,5355.1533,0.6273,G
6030108318163436672,0.7663595,-0.1696,0.30199432,286,4862.868,0.771,K
6030108348143825664,0.9335086,-0.5195,1.2188156,359,5513.0527,1.258,F
6030108352468359936,0.6991708,-0.3389,0.19945098,276,4360.6587,0.798,K
6030081620639650688,0.67094773,-1.3354,0.28691134,339,4290.1694,0.5666,K
6030081650624547584,0.7044272,-0.4945,0.13008218,123,4422.8394,0.5447,G
6030024652232748160,1.0959879,-1.0345,1.3519199,198,6018.3257,1.0647,F
5961493398100175104,1.6604762,-0.4045,11.179099,280,6511.662,2.6107,F
5961406845913840128,1.6987349,-0.3168,8.8174305,128,8043.1914,1.5634,F
5961406875909984640,1.354674,-0.1011,4.538483,266,6445.694,1.7634,A
5961493428093752192,0.8038504,-1.4924,0.25087902,112,4884.331,0.6776,F
6030053269479713792,0.70815355,-1.3068,0.18813407,249,4432.959,0.8693,K
6030108386827106688,0.8140565,-1.4612,0.23114274,152,5013.8403,0.5143,F
6030024686592368128,1.0034553,-0.5011,0.8769215,199,5768.11,0.8871,G
6030081654999421696,1.1671216,-0.1149,1.506536,112,6286.57,1.0687,F
6030108386882877952,0.837866,-0.1795,0.5561415,336,5159.599,0.8709,K
5961406841550240256,1.4631654,0.0158,4.7978053,141,7060.977,1.5449,G
5961406880273384960,1.8019298,-0.3211,12.836894,216,8043.2666,1.8776,F
6030024720918292224,0.80187494,-0.3738,0.3703294,298,4939.0435,0.6468,K
5961445775500843392,1.8163549,0.0323,16.37181,266,6935.7363,3.6569,K
5961445775500847360,0.93745995,-0.5342,1.1148145,351,5679.1763,0.7936,F
5961406914582371328,0.7170088,-0.825,0.1713669,167,4579.8726,0.99,K
6030024720952499968,0.96003157,-1.4975,0.6871906,358,4393.282,0.8099,G
5961445839854450816,1.8900114,-0.0205,19.521118,281,6802.033,3.1105,K
5961406914633091712,1.3452057,-0.3232,4.1295686,158,6813.3794,1.606,F
6030024750904634368,0.78162897,-1.1685,0.31707564,328,4889.23,0.9092,K
6030024750906582528,0.857925,-1.246,0.5196764,327,5189.7627,0.9697,G
6030108421242032128,0.7175131,0.0936,0.17223634,185,4500.361,0.7649,K
6030108451219217152,1.3228929,-0.3469,4.1976404,289,6290.823,1.5335,F
6030108451223095936,0.719798,-1.1812,0.1577705,181,4559.392,0.4771,G
6030053342568599040,0.7028452,0.2526,0.1466755,152,4377.7803,0.7614,K
5961493466819723904,4.4322176,-0.7748,458.80377,203,15008.646,3.1276,M
5961445874214199424,2.2022946,0.2714,109.27535,332,4810.032,2.568,K
6030053376928364544,0.7954628,-0.6525,0.24395698,141,4880.568,0.5879,K
5961406983352577408,1.4354732,-0.0003,6.021298,291,6294.855,2.1658,K
5961406983352590976,2.2559216,0.651,32.702625,194,9425.201,2.0564,O
5961407013348388608,2.3840954,0.4909,53.731014,288,7728.8257,3.6213,M
6030081753703955456,0.8106468,-1.6369,0.29265156,169,4987.831,0.5016,F
6030081758021576320,0.8861396,-0.952,0.74617404,359,4946.3643,0.5718,K
6030108485582841344,0.70532095,-1.1755,0.16509287,171,4508.9424,0.7883,K
6030108485582883584,2.7016742,-0.9561,78.72362,246,9982.876,2.9238,A
5961493501179469568,0.747649,-0.9293,0.21674953,212,4656.5176,0.5331,K
5961493501179474688,2.7923324,0.752,115.0614,340,9131.692,3.6151,M
5961493501179476096,2.1285808,0.4425,31.206762,263,7961.0605,2.8482,K
5253590703583342592,1.3588223,-0.4581,5.0946536,339,6057.738,1.2348,F
5253590703583343232,1.4852079,-0.6089,6.0780306,207,6864.4355,2.1521,F
5253590703583348864,1.1377995,-0.816,2.4646564,343,6005.2036,0.9172,G
6030081758078609408,0.7253528,-1.6484,0.23661257,237,4566.6313,0.4094,K
5253590703583351040,1.5690573,0.7941,8.064965,231,6960.5186,2.0589,F
5961493535539238016,1.6956183,0.0265,10.1153345,186,7575.8145,3.1447,F
5961493569898988032,1.538566,-0.4956,7.6165977,241,5220.9336,2.648,K
5961493569898993920,1.5579203,-0.2558,8.186931,254,6740.8086,2.2023,F
5253590772302826496,1.2719445,-0.1318,3.4044034,265,6379.0454,1.2447,G
6030108519947885312,0.97770303,-0.7471,1.2514434,340,5758.9785,0.7803,F
6030108519947886208,0.88071144,-1.4741,0.5817467,346,5210.6196,0.9356,G
5961446046012940160,2.4395082,0.5727,58.148415,286,8076.5273,3.7677,K
5253590806662466560,1.3977497,-0.148,5.3409157,281,6304.587,2.4421,K
5253590806662471168,1.4126811,-0.9042,5.150073,232,6709.6367,1.7039,F
5961493599892446464,1.8617902,0.5235,16.09994,220,7821.818,2.9274,F
5961407082067969280,1.4286997,-0.2085,5.7048125,262,6507.913,1.9609,F
6030053441278454528,0.8170176,-2.0824,0.5685475,336,5003.1064,0.8891,G
6030053441278482432,1.2982162,-0.6533,3.8479967,289,6282.93,1.3939,F
6030081792438375808,0.86615133,-0.3587,0.66273093,336,5362.576,0.7427,G
5961446080372729472,1.343557,-0.0253,3.4016519,155,6700.2983,1.263,F
6030024853983934080,1.233691,-0.7623,3.2202353,338,6073.185,1.4204,F
5961493634252200832,1.8083463,0.7825,14.458955,224,7736.326,3.1129,F
5253590841022222592,0.90572315,-0.762,1.0464195,360,5590.057,0.6733,G
5253590871049267584,1.8914945,-0.4889,16.271137,196,8214.697,1.7331,A
6030081822423478912,0.81248224,-0.9973,0.4835689,320,5065.619,0.58,F
6030108524321886976,0.88696706,0.117,0.8685203,358,4954.7896,1.0909,K
5961407086431794816,2.174362,-1.9657,26.327957,169,9396.894,1.8022,M
5961407086431800192,1.5699054,-0.0292,7.1791277,176,7418.6494,2.7485,F
5961407086431801728,1.3355489,-0.2935,3.036944,147,6660.588,2.0379,F
5961493638618443264,1.447829,0.0054,6.2200723,283,6366.9507,2.1306,K
5961493638618418816,0.6443749,-0.7429,0.12129954,294,4111.85,0.5984,K
6030053445647822080,1.2098868,0.2292,2.1873105,174,6314.701,1.2187,F
6030108554302362624,0.83845264,-0.8306,0.4744411,318,5126.8237,0.9202,F
5961493462453529088,0.8129059,-0.3567,0.4913805,360,4736.0444,0.8652,K
6030081826798105344,0.97336984,-2.1274,1.2990249,350,5739.996,0.6445,B
5961493672978169472,1.6498976,-0.2884,10.706338,264,6371.4717,3.2565,K
6030053480007561600,1.0650676,-0.5188,0.9942553,129,5883.9966,0.9587,F
6030053480007600512,0.8887263,-0.1033,1.0875927,360,5156.966,1.306,K
6030053480007603840,1.0173744,-1.0121,0.86101454,152,5846.793,0.7487,F
5961493672978179712,2.3696837,-0.0713,48.338554,259,8734.33,4.3017,A
5253590875381950464,0.6593304,0.1111,0.14514342,354,4166.293,0.6297,K
5253590905410281728,0.7269974,-1.3901,0.1642362,170,4627.276,0.843,F
6030053509997968000,0.73806834,-1.4964,0.2748136,279,4594.963,0.5938,K
5961446119097826304,1.6086321,-1.3895,9.058834,225,4826.437,1.0536,O
6030024892751202688,0.82243305,-1.6151,0.26141223,129,5024.38,0.5152,G
6030053514367359104,1.0894437,-0.7544,2.1466439,356,5997.231,1.3629,F
5961407120791538944,1.5468532,-0.1816,5.370976,139,7451.372,1.486,F
5961407120791560192,0.9109511,0.0372,1.1454448,359,4708.6445,1.6132,K
6030053544357657216,0.89273244,-0.5159,0.962723,359,5543.085,1.0209,G
5961493771694978432,1.6925511,-0.3617,7.72016,102,8232.615,1.3729,M
6030108593041372544,1.9292214,-0.0749,14.5737915,119,8995.948,1.537,A
6030108593041375104,1.3768979,-0.242,4.9990864,292,6243.859,1.8837,F
5253590944101453056,0.71948534,-0.383,0.15700047,116,4494.724,0.5922,K
5253590974128494080,0.7739073,-0.7789,0.28189412,307,4816.67,0.5741,K
6030053578717421952,0.85292226,-0.4028,0.73909056,355,5368.8916,0.7484,K
6030053578717422592,0.78932244,-1.0167,0.32517317,301,4841.747,0.543,G
6030108623027099648,2.223868,-1.2745,25.143232,107,10061.73,1.6541,A
5961493776057447680,2.0201652,-0.3474,18.09543,129,9252.966,2.2769,A
6030024927110941312,0.8067632,-1.9318,0.26765493,117,4853.64,0.7129,F
5961493776057427328,1.6543101,-0.856,8.481424,151,7846.358,1.5235,A
5961493806050820352,0.93178344,0.6438,1.5499572,359,4806.7695,1.6145,K
5961493806050821248,0.80458754,-1.3785,0.7750185,359,4689.73,0.8972,K
5253590978461211904,1.6350497,-0.7937,7.333642,112,7954.49,1.4227,A
5961446222177455616,0.9328613,-0.3193,0.86483455,301,5610.675,0.8523,F
5961446252171443456,2.2289317,0.3079,71.58426,316,4747.78,3.0555,K
6030024957099948800,0.8889959,-1.5247,0.59641445,280,5377.0205,0.588,M
5961407185147069696,0.9581971,-1.3045,0.9310902,359,5025.5137,0.5354,F
6030053613077178624,0.95571035,-1.2847,1.0673829,360,5406.769,0.5878,K
5961407185147145600,1.557914,-0.1255,7.9018426,236,6878.457,2.3099,G
6030081891141475840,1.5537363,-0.3376,7.6868243,229,7038.53,2.2301,F
6030081891142900352,0.8701648,-0.7229,0.69140834,353,5253.6587,0.6469,G
5961493810417181184,2.3088238,-0.4323,31.569704,150,9690.459,1.8744,O
5961493810417203072,0.80089587,-1.2402,0.23556538,137,4910.607,0.5294,K
5253591012820931840,1.43785,-0.7032,3.9847476,109,7071.8936,1.426,F
5253591047180679040,1.4914463,-0.6449,6.721869,250,6698.423,1.4795,F
5253591047180681088,0.72981036,-0.0256,0.2055975,261,4521.485,0.7269,K
6030024961470344192,0.6884697,-1.4521,0.18885265,312,4394.8647,0.7866,G
6030024961470364032,0.77945185,-1.2593,0.27634546,215,4698.476,0.4839,G
5961493844776960768,1.0048795,-0.4903,1.3785938,339,5838.498,0.9431,G
5961493844776973952,1.5145457,-1.0575,6.310584,190,5357.497,1.37,F
6030053647436933376,0.716085,-1.2293,0.27183557,332,4517.3735,0.4639,M
5961493874774195072,0.64999336,-0.0249,0.12070882,307,4148.782,0.6134,K
5961446320891000448,0.9772037,-0.7087,1.1737741,322,5778.4487,0.7321,G
6030081925502611840,0.854066,-0.6408,0.7103761,356,5315.8804,1.0182,G
5961493879136727680,1.5431023,-0.3761,6.704179,177,7291.543,4.0329,F
5961493909130063744,1.6042451,0.0028,9.13063,246,6903.1406,2.2059,M
5253591150260056960,0.86321366,-0.8215,0.7048066,349,5426.621,0.6318,F
5253591150260060672,1.6011623,-0.4702,8.700279,224,7147.958,1.808,F
5253591150260061312,0.8816423,-0.4304,0.5701662,266,5346.705,0.7154,F
5253591150260061696,3.3979466,-0.3147,232.73796,291,10221.896,4.7471,B
5253591180286930176,1.4559313,-0.6636,4.144187,123,7046.924,1.254,F
5961407189511037696,0.7914774,-0.5722,0.33171278,301,4881.4414,0.6227,K
5253591184619797504,1.5004177,-0.4927,6.2243233,197,7095.853,1.2109,F
5253591184619798656,1.4253982,-0.8575,4.786865,180,6895.751,1.3059,F
5253591184619804672,0.6500473,0.1799,0.107737705,252,4164.322,0.6351,K
5253591214646667776,2.5769114,-0.5338,60.64936,223,10010.711,3.8775,B
6030108661760852736,0.7420084,-1.0775,0.2538083,235,4686.1167,0.5127,G
6030108691741371776,0.7431617,-0.9884,0.20737153,198,4616.1226,0.6848,K
6030081925510027264,0.91683626,-1.5817,0.84540474,359,4972.6655,0.9138,G
6030053716156417024,0.8374909,-0.5254,0.5866194,342,4535.74,1.247,K
6030108691746579584,0.8459721,-1.342,0.36197317,230,5130.0503,0.5431,G
5961446359615999232,2.0582075,-0.1325,28.487467,291,6950.808,3.9616,K
5961446389610576128,2.3543553,0.1544,57.51778,282,4811.078,3.0093,K
5961493977849582848,2.3534818,0.7825,57.955532,349,7336.9043,4.5488,K
5961493982194364032,1.1031343,-0.3543,1.2063652,125,6019.3335,1.062,K
5961446428335476096,1.5351187,0.0007,7.61317,244,6791.1865,2.1917,K
5253591253339299072,0.81239575,-1.2029,0.48611632,342,4737.014,1.0245,K
5253591253339304576,0.8289809,-1.0476,0.59817785,343,5222.605,0.6012,F
5253591253339305344,1.141839,-1.0874,2.2708538,325,6042.453,0.9387,G
5961493982215907200,2.2368739,-0.1609,40.989056,294,7175.8696,4.0641,K
5253591283366150272,2.6133475,0.02,79.75247,302,8492.344,4.0663,A
5253591283366152448,0.88017946,-0.5856,0.8066121,354,5451.443,0.7007,F
5253591287699022720,2.9748769,0.0254,108.78837,227,11050.736,5.4635,B
5961446492704274560,1.501346,-0.208,7.1707916,268,6528.349,1.9677,F
5253591322058767360,1.4930661,-0.1831,6.6122756,237,6787.828,1.2916,F
5253591322058771328,1.3716741,-0.1702,3.4279947,118,6784.8926,1.3703,F
6030081959862437376,0.8788574,-0.5565,0.81927866,355,5324.324,0.6873,F
5253591352085620480,1.126284,-0.393,2.298668,339,6012.052,0.9125,F
5253591356378779776,0.8913812,-0.4098,0.5813149,272,5677.3804,0.8482,K
5961407253866634496,0.6871,-0.9441,0.23675354,280,4470.6343,0.886,K
5253591356433152256,1.1711888,-1.1791,1.4784467,102,6222.503,1.0362,F
6030081964179998976,0.8577993,0.014,0.34214202,116,5135.737,0.7905,K
5253639838013771520,0.96501386,-0.4571,1.304475,355,5728.525,0.8808,G
5253639838013772160,1.5833429,-0.8138,6.532728,120,7639.6646,1.4808,A
5253639838013776128,1.7419841,-0.9686,8.817549,122,8367.046,1.5263,A
5253591390778088192,1.4380955,-0.6981,5.4833636,223,6817.0386,1.5045,F
5961407288226456064,1.4680775,-0.3266,6.230211,244,6690.5654,2.0347,F
5253591425137814144,1.0642966,-0.7845,1.3196329,252,5976.666,0.8765,F
5253591425137815296,1.3482878,-0.0102,4.5297256,282,6330.1226,1.8492,K
6030053789245357952,1.0499839,-2.2375,1.0365043,172,5903.5845,0.684,G
5253639868037264128,1.1303153,-1.44,2.398276,336,6032.437,0.7869,G
5253639868037265408,0.85788214,-0.6828,0.8671364,359,5402.5854,0.7612,G
5253591425137823104,1.8414888,-0.5041,17.626093,288,6120.3706,4.0235,G
5253591425138002688,2.5921147,-3.6397,68.14403,251,7978.185,6.2033,A
5253591425138006400,1.2267097,-0.5996,3.0766141,325,6099.8525,1.4629,F
5253591459497745536,1.5769228,-0.7609,8.688901,257,6759.199,1.904,F
5961494016575669504,1.9123921,-0.2547,19.214556,246,6621.047,3.1942,F
6030053819235502208,0.74587876,-1.3148,0.41548055,348,4695.3096,0.8761,K
5253591493857312896,2.7969935,-0.2803,99.098015,274,9436.804,3.6781,A
5253591493857318144,0.9169455,-1.1745,0.7507489,304,5689.4614,0.85,F
5961407292590283136,1.7068272,-0.6381,10.28984,181,7833.5747,1.7405,A
6030082028582008960,0.92457706,-1.3493,1.3267887,359,5500.437,1.0028,F
5253639872373529600,0.80351055,-0.511,0.4443033,320,5028.748,0.6499,G
5253639872373532160,1.9088149,-0.4856,19.218805,249,7638.981,2.2121,A
5253591528217066752,1.5693837,0.0012,8.507433,259,6724.848,2.1358,K
6030053823604735488,0.8296816,-0.8382,0.3662346,200,5073.275,0.9084,K
6030053823604737152,0.74818903,-0.678,0.26295823,339,4620.2803,0.972,G
5961494115288505216,0.95795256,-0.8716,1.0790948,360,5077.6885,0.6048,K
